Provider,PotentialFraud,InscClaimAmtReimbursed,DeductibleAmtPaid,AdmitForDays,NoOfMonths_PartACov,NoOfMonths_PartBCov,ChronicCond_Alzheimer,ChronicCond_Heartfailure,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke,IPAnnualReimbursementAmt,IPAnnualDeductibleAmt,OPAnnualReimbursementAmt,OPAnnualDeductibleAmt,Age,WhetherDead,Gender_2,Race_2,Race_3,Race_5
PRV51678,0,25540,310.0,0.0,792,785,20,38,32,14,24,27,45,51,21,20,3,335100,25932,149940,43410,4935.0,0.0,41.0,3.0,10.0,6.0
PRV51679,0,39420,2206.0,22.0,456,456,22,26,13,7,7,26,23,24,5,8,1,68000,11748,95840,9370,2953.0,0.0,28.0,0.0,3.0,7.0
PRV51681,0,69130,1068.0,13.0,312,312,8,16,13,5,7,10,21,21,9,9,6,213620,9612,96060,23680,1852.0,0.0,12.0,1.0,5.0,2.0
PRV51682,0,9110,0.0,0.0,192,192,9,11,9,3,6,12,14,13,10,7,2,105780,13884,47110,12020,1283.0,0.0,10.0,0.0,2.0,1.0
PRV51685,0,11830,80.0,0.0,660,660,17,31,18,4,16,21,38,40,18,14,8,89360,10680,80970,28920,4127.0,2.0,29.0,2.0,10.0,10.0
PRV51687,0,2530,100.0,0.0,120,120,5,9,4,0,2,3,7,7,7,4,0,58200,9612,8420,990,723.0,0.0,8.0,0.0,3.0,0.0
PRV51688,0,22660,2136.0,8.0,96,96,4,5,5,0,3,3,7,8,6,4,2,31200,3204,12390,3940,655.0,0.0,3.0,0.0,0.0,0.0
PRV51689,0,1700,0.0,0.0,12,12,0,0,0,0,0,0,1,1,0,1,0,15000,1068,7400,1040,67.0,0.0,0.0,0.0,0.0,1.0
PRV51690,0,125280,7816.0,69.0,3048,3060,104,146,86,39,84,111,173,197,83,93,18,1206430,132848,683520,201680,19215.0,1.0,130.0,14.0,36.0,13.0
PRV51691,0,26790,180.0,0.0,1056,1020,42,41,31,15,15,46,55,66,36,24,9,339380,34904,165540,42890,6403.0,0.0,53.0,8.0,14.0,14.0
PRV51692,0,970,0.0,0.0,132,132,5,5,4,0,3,5,7,9,7,5,0,9000,2136,14320,8110,795.0,0.0,3.0,0.0,2.0,0.0
PRV51693,0,21100,380.0,0.0,1356,1356,38,64,19,9,24,45,68,78,27,22,12,234820,31768,153290,42910,8445.0,0.0,63.0,12.0,21.0,6.0
PRV51694,0,5940,70.0,0.0,312,312,10,15,8,7,4,14,15,16,6,6,1,136820,16748,40440,10280,1836.0,0.0,20.0,2.0,6.0,1.0
PRV51695,0,113180,1270.0,0.0,5148,5148,155,226,169,69,153,187,292,334,136,118,38,1558380,206220,960500,274830,30929.0,5.0,223.0,35.0,37.0,24.0
PRV51696,0,730,0.0,0.0,108,108,3,6,4,1,2,2,6,7,3,3,2,46530,7476,21000,5290,614.0,0.0,3.0,2.0,0.0,0.0
PRV51697,0,21600,380.0,0.0,756,756,21,37,31,19,18,26,48,48,16,27,5,294710,32540,194020,64450,4714.0,2.0,33.0,6.0,6.0,7.0
PRV51698,0,1910,0.0,0.0,156,156,9,7,5,4,3,4,6,9,6,4,1,100860,4272,38660,10950,943.0,0.0,7.0,1.0,2.0,2.0
PRV51699,0,53760,1020.0,0.0,2508,2491,75,115,67,33,63,93,139,166,48,53,7,986360,76896,493610,116740,15224.0,1.0,122.0,13.0,34.0,10.0
PRV51702,0,3230,80.0,0.0,108,120,5,5,3,2,2,5,7,8,5,1,2,56410,5340,9280,1840,710.0,0.0,6.0,1.0,0.0,2.0
PRV51703,0,80,0.0,0.0,24,24,1,1,1,0,0,0,2,2,1,0,0,0,0,80,50,140.0,0.0,0.0,0.0,1.0,0.0
PRV51704,0,600,0.0,0.0,12,12,1,0,1,0,0,0,1,1,1,1,0,0,0,2770,580,67.0,0.0,1.0,0.0,0.0,0.0
PRV51705,0,400,0.0,0.0,12,12,0,1,0,0,0,0,0,1,1,0,1,0,0,1910,1260,80.0,0.0,0.0,0.0,0.0,0.0
PRV51706,0,330,0.0,0.0,24,24,0,1,1,1,2,0,2,2,0,0,0,0,0,2300,910,160.0,0.0,2.0,0.0,0.0,1.0
PRV51707,0,270,40.0,0.0,144,144,6,8,6,2,4,5,8,12,5,4,1,66020,6408,19740,6380,916.0,0.0,8.0,2.0,3.0,0.0
PRV51708,0,410,50.0,0.0,48,48,2,4,1,1,3,2,3,1,1,1,0,47030,4272,6400,2530,331.0,0.0,3.0,1.0,0.0,0.0
PRV51709,0,1610,0.0,0.0,120,120,2,7,2,2,1,2,7,8,2,5,0,3000,1068,26330,6380,710.0,0.0,8.0,0.0,1.0,1.0
PRV51710,0,121080,15032.0,71.0,204,204,8,14,10,2,8,10,14,16,11,6,4,232470,29904,28260,5220,1317.0,0.0,11.0,1.0,2.0,1.0
PRV51711,0,4000,1068.0,4.0,12,12,1,0,0,0,0,0,1,0,0,0,0,4000,1068,0,0,67.0,0.0,0.0,0.0,0.0,0.0
PRV51712,0,860,0.0,0.0,36,36,1,2,1,0,0,0,2,2,0,0,0,8000,1068,4970,2960,239.0,0.0,2.0,1.0,0.0,0.0
PRV51713,0,1380,50.0,0.0,156,156,4,8,7,2,3,4,7,8,5,5,1,19870,4272,19730,6640,942.0,0.0,10.0,2.0,1.0,0.0
PRV51715,0,67340,3204.0,19.0,132,144,2,7,5,2,2,4,9,7,2,5,1,78400,6408,12400,6210,900.0,0.0,5.0,0.0,3.0,1.0
PRV51716,0,23030,110.0,0.0,984,984,31,44,41,13,25,36,61,57,30,25,11,310540,30972,151730,46140,6100.0,3.0,48.0,5.0,13.0,5.0
PRV51718,0,2170,0.0,0.0,96,96,2,2,2,0,3,4,5,6,2,2,0,67000,3204,18880,4560,667.0,0.0,4.0,0.0,2.0,0.0
PRV51719,0,4740,0.0,0.0,48,48,2,3,1,0,1,1,2,3,1,0,0,11000,1068,17380,5140,292.0,0.0,3.0,1.0,1.0,0.0
PRV51720,0,720,0.0,0.0,48,48,2,3,2,2,3,1,4,3,3,2,1,4800,1068,11800,2230,299.0,0.0,3.0,0.0,1.0,0.0
PRV51721,0,680,0.0,0.0,60,60,1,4,2,0,0,2,3,4,3,3,1,19200,1068,8220,1250,421.0,0.0,2.0,0.0,1.0,1.0
PRV51722,0,30,0.0,0.0,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,70.0,0.0,1.0,0.0,0.0,0.0
PRV51723,0,5340,100.0,0.0,180,192,8,7,5,1,2,1,12,11,8,7,1,0,0,57830,12120,1230.0,0.0,8.0,0.0,2.0,0.0
PRV51724,0,2480,0.0,0.0,72,72,2,4,2,2,2,3,4,6,5,3,0,10000,2136,28790,7680,413.0,0.0,4.0,1.0,0.0,1.0
PRV51725,0,190,80.0,0.0,48,48,1,0,0,0,1,2,3,2,1,1,0,0,0,5600,1160,293.0,0.0,3.0,1.0,0.0,0.0
PRV51726,0,6790,0.0,0.0,252,252,5,12,10,2,6,8,16,15,4,4,2,67180,4272,48280,14140,1523.0,0.0,14.0,1.0,5.0,3.0
PRV51727,0,1950,0.0,0.0,36,36,2,2,2,1,1,1,2,1,0,2,0,16180,3204,4390,2630,158.0,0.0,2.0,1.0,1.0,0.0
PRV51729,0,3740,0.0,0.0,228,228,3,13,9,2,7,10,13,15,7,4,2,75890,11912,38870,12990,1477.0,0.0,10.0,0.0,3.0,1.0
PRV51731,0,8720,230.0,0.0,450,456,19,23,19,5,12,22,32,29,14,16,1,94560,12816,74040,18330,2748.0,0.0,17.0,2.0,7.0,4.0
PRV51732,0,6960,60.0,0.0,144,144,1,6,4,1,2,2,8,8,3,4,1,30100,3204,15400,5610,859.0,0.0,6.0,1.0,1.0,0.0
PRV51733,0,70,0.0,0.0,24,24,1,1,2,0,0,1,2,2,1,0,0,0,0,13800,2340,147.0,0.0,0.0,0.0,0.0,0.0
PRV51734,0,7900,30.0,0.0,240,240,9,8,6,3,4,6,14,17,7,6,2,107160,8544,73780,20280,1570.0,0.0,13.0,1.0,4.0,0.0
PRV51735,0,350,0.0,0.0,48,48,4,3,2,0,3,4,4,3,0,2,0,18000,3204,3800,1660,306.0,0.0,3.0,0.0,1.0,1.0
PRV51736,0,5620,0.0,0.0,252,252,8,13,10,5,7,10,18,16,9,6,2,105530,10680,39630,17900,1656.0,0.0,15.0,0.0,3.0,4.0
PRV51737,0,50300,380.0,0.0,1812,1824,49,91,60,18,32,65,108,126,59,58,12,714340,88624,383110,115690,11115.0,1.0,97.0,7.0,17.0,9.0
PRV51738,0,850,0.0,0.0,192,192,6,5,1,2,1,6,8,11,3,5,0,40760,2136,17510,3520,1218.0,0.0,10.0,0.0,1.0,0.0
PRV51739,0,13700,110.0,0.0,888,888,36,47,34,8,23,30,51,56,31,22,6,350920,29904,168180,46780,5437.0,0.0,41.0,5.0,10.0,5.0
PRV51740,0,14010,350.0,0.0,684,672,19,23,20,6,17,25,43,44,12,22,4,134400,13884,131240,43420,4203.0,2.0,30.0,1.0,8.0,8.0
PRV51741,0,5190,0.0,0.0,420,420,10,17,15,6,9,18,25,25,11,13,3,138090,16020,62230,16020,2581.0,0.0,23.0,1.0,6.0,6.0
PRV51742,0,2830,50.0,0.0,156,156,4,7,6,1,6,7,9,10,6,5,3,75940,6408,28280,8220,1061.0,0.0,9.0,2.0,2.0,0.0
PRV51743,0,29380,390.0,0.0,1416,1414,52,61,44,14,33,45,75,91,45,31,8,527180,75448,178410,62150,8703.0,3.0,56.0,2.0,14.0,3.0
PRV51744,0,660,0.0,0.0,60,60,1,3,2,1,1,2,3,4,0,2,0,24000,2136,8810,3880,378.0,0.0,2.0,1.0,1.0,0.0
PRV51745,0,2290,200.0,0.0,156,156,3,2,4,2,3,6,8,10,5,2,0,43400,4272,21230,5270,979.0,0.0,6.0,0.0,2.0,1.0
PRV51746,0,10490,0.0,0.0,312,309,12,15,7,5,5,11,19,16,8,7,2,36400,6408,82090,22630,1934.0,0.0,15.0,1.0,1.0,2.0
PRV51747,0,1500,0.0,0.0,48,48,3,1,2,1,2,2,3,4,1,0,1,15040,1068,6270,1060,264.0,0.0,1.0,0.0,0.0,0.0
PRV51748,0,8060,0.0,0.0,204,216,10,14,5,5,6,10,14,15,4,4,3,148780,12816,37420,8100,1342.0,0.0,12.0,1.0,3.0,1.0
PRV51749,0,2780,80.0,0.0,72,72,2,3,3,0,2,3,5,5,3,0,0,56400,5340,39730,10850,435.0,0.0,4.0,0.0,0.0,1.0
PRV51750,0,1600,80.0,0.0,24,36,1,1,0,0,1,1,1,3,1,1,0,0,0,2410,440,235.0,0.0,3.0,0.0,0.0,0.0
PRV51751,0,900,0.0,0.0,24,24,0,1,1,0,1,1,0,1,0,1,0,0,0,6570,520,153.0,0.0,1.0,0.0,0.0,1.0
PRV51752,0,32740,150.0,0.0,1044,1044,32,53,35,9,27,43,63,68,31,25,8,252760,35244,283970,81110,6400.0,1.0,59.0,6.0,7.0,0.0
PRV51753,0,1210,0.0,0.0,48,48,1,3,1,0,1,1,2,3,1,1,0,19120,3204,5700,1050,305.0,0.0,3.0,0.0,2.0,0.0
PRV51754,0,2120,0.0,0.0,96,108,2,5,4,1,4,3,7,4,2,2,0,18200,4272,16680,4740,628.0,0.0,6.0,1.0,0.0,1.0
PRV51755,0,590,0.0,0.0,72,72,1,5,4,0,4,2,4,4,4,3,0,0,0,17920,6360,423.0,0.0,2.0,0.0,1.0,1.0
PRV51758,0,910,0.0,0.0,84,84,3,3,4,0,2,3,5,4,5,2,2,5000,1068,6590,2250,550.0,0.0,4.0,0.0,1.0,1.0
PRV51759,0,1090,0.0,0.0,144,154,8,8,9,1,5,6,9,10,4,3,2,146380,8544,22130,8350,966.0,0.0,9.0,0.0,2.0,2.0
PRV51761,0,1870,0.0,0.0,132,132,3,4,5,2,4,6,10,7,5,3,0,88600,5340,19320,5230,742.0,0.0,7.0,1.0,0.0,1.0
PRV51762,0,3100,0.0,0.0,168,168,4,7,4,4,6,6,9,10,6,4,0,53710,4272,19390,6830,1081.0,0.0,8.0,1.0,3.0,2.0
PRV51763,0,3960,0.0,0.0,132,132,4,5,2,1,3,5,6,7,4,5,2,17360,4272,24660,7560,746.0,0.0,6.0,0.0,0.0,2.0
PRV51764,0,6060,100.0,0.0,396,390,12,20,13,9,7,12,25,26,8,11,1,110040,16020,85670,26590,2444.0,0.0,19.0,1.0,3.0,3.0
PRV51765,0,2870,0.0,0.0,168,156,4,8,5,0,3,4,11,10,3,4,1,92560,6408,22590,8660,1024.0,0.0,10.0,0.0,2.0,2.0
PRV51766,0,2290,0.0,0.0,276,276,11,13,4,4,3,9,18,17,5,6,2,13000,3204,35200,12120,1762.0,0.0,15.0,2.0,4.0,2.0
PRV51767,0,4060,200.0,0.0,144,144,3,6,3,2,3,5,10,9,1,4,1,67700,6408,18770,4360,872.0,0.0,8.0,0.0,0.0,0.0
PRV51769,0,4800,0.0,0.0,180,180,3,10,7,3,5,8,10,12,5,7,1,62000,5340,27470,6260,1104.0,0.0,7.0,3.0,2.0,2.0
PRV51770,0,6820,130.0,0.0,180,180,4,9,5,3,1,3,9,12,5,3,2,85050,4272,57870,17520,1061.0,0.0,7.0,2.0,1.0,0.0
PRV51771,0,8530,60.0,0.0,468,480,13,19,13,4,13,15,23,25,8,6,2,123840,20292,68370,25300,2987.0,0.0,27.0,6.0,5.0,1.0
PRV51773,0,760,0.0,0.0,60,60,1,2,1,1,2,5,4,4,3,1,2,0,0,8270,2380,405.0,0.0,2.0,0.0,0.0,0.0
PRV51774,0,2990,0.0,0.0,36,36,1,2,2,1,2,1,3,2,1,2,0,23000,2136,20050,6460,224.0,0.0,0.0,1.0,0.0,0.0
PRV51775,0,9610,220.0,0.0,456,468,14,25,16,4,13,19,31,31,11,14,3,167170,19224,67430,15630,2908.0,1.0,22.0,4.0,2.0,2.0
PRV51776,0,12640,80.0,0.0,648,648,19,27,17,8,16,24,28,28,16,14,1,129160,16020,94670,38330,4022.0,0.0,35.0,8.0,2.0,6.0
PRV51778,0,250,0.0,0.0,36,24,1,2,3,1,0,2,3,3,1,0,1,0,0,2370,180,213.0,0.0,1.0,0.0,0.0,0.0
PRV51779,0,7690,0.0,0.0,288,288,8,15,12,1,9,15,17,17,7,10,0,106600,16180,70140,22680,1834.0,0.0,14.0,3.0,0.0,1.0
PRV51780,0,5120,40.0,0.0,408,408,10,16,10,1,8,12,22,26,24,8,4,77080,7476,31280,17030,2488.0,0.0,21.0,1.0,3.0,0.0
PRV51781,0,3000,100.0,0.0,288,288,10,12,13,4,5,11,18,20,6,10,3,97360,10680,43140,11290,1744.0,2.0,14.0,5.0,1.0,2.0
PRV51784,0,3820,0.0,0.0,96,96,3,5,4,2,2,5,6,6,4,4,0,6000,2136,51190,9950,559.0,0.0,5.0,1.0,0.0,0.0
PRV51786,0,280,70.0,0.0,60,60,3,1,0,2,0,1,4,4,2,0,0,0,0,2450,2600,327.0,0.0,2.0,0.0,0.0,1.0
PRV51787,0,150,0.0,0.0,36,36,1,1,2,0,1,1,3,2,1,1,0,65000,2136,4700,2930,231.0,0.0,1.0,0.0,0.0,0.0
PRV51788,0,38790,220.0,0.0,1632,1560,56,93,62,14,48,67,105,115,60,50,23,736550,74760,326270,73610,10346.0,7.0,79.0,10.0,26.0,2.0
PRV51789,0,6940,80.0,0.0,384,384,9,15,9,1,8,14,23,25,9,12,4,64110,8476,38440,11560,2426.0,0.0,21.0,4.0,7.0,1.0
PRV51790,0,18580,50.0,0.0,906,912,29,56,33,13,25,34,56,60,26,26,10,389240,38448,167980,54120,5605.0,2.0,42.0,8.0,7.0,7.0
PRV51792,0,21390,200.0,0.0,552,552,9,32,22,5,25,24,32,34,9,7,3,155140,21360,140570,41650,3463.0,0.0,24.0,8.0,6.0,2.0
PRV51793,0,5000,0.0,0.0,300,299,9,18,11,6,7,17,18,24,13,12,0,136320,4272,45160,10360,1653.0,0.0,14.0,0.0,3.0,5.0
PRV51794,0,2020,0.0,0.0,132,132,4,7,5,2,4,5,7,7,4,3,1,84540,9612,18500,3090,846.0,0.0,5.0,1.0,1.0,0.0
PRV51795,0,7510,0.0,0.0,432,432,16,22,12,1,7,14,26,31,14,9,10,59110,6408,51870,21430,2700.0,0.0,27.0,1.0,5.0,1.0
PRV51796,0,140,0.0,0.0,48,48,1,1,2,0,1,1,2,3,1,1,0,0,0,2150,1150,293.0,0.0,4.0,1.0,1.0,0.0
PRV51797,0,450,100.0,0.0,60,60,3,1,1,0,2,4,1,4,1,1,1,12000,3204,2780,830,327.0,0.0,3.0,0.0,0.0,0.0
PRV51798,0,1420,0.0,0.0,120,120,4,4,1,2,2,3,6,4,8,2,0,0,0,15660,3560,769.0,0.0,9.0,1.0,2.0,1.0
PRV51799,0,730,0.0,0.0,36,36,1,2,1,0,1,1,2,3,1,0,0,0,0,5040,2060,249.0,0.0,3.0,0.0,1.0,1.0
PRV51801,0,5030,40.0,0.0,240,240,8,15,10,1,7,4,18,15,8,5,3,44190,8544,45270,13800,1613.0,0.0,11.0,0.0,2.0,0.0
PRV51802,0,4930,200.0,0.0,288,288,8,12,8,1,10,8,18,22,7,6,3,76470,12680,47120,16440,1911.0,0.0,11.0,2.0,5.0,1.0
PRV51803,0,33570,2136.0,9.0,60,60,1,4,4,2,3,1,5,4,1,3,1,145120,9544,4380,1080,376.0,0.0,2.0,0.0,1.0,0.0
PRV51805,1,67000,3204.0,39.0,36,36,1,2,1,1,1,2,1,3,1,1,0,98140,6408,8060,900,216.0,0.0,0.0,0.0,0.0,1.0
PRV51806,0,13000,1068.0,5.0,12,12,1,0,1,0,1,0,0,0,1,0,1,21000,2136,10,10,70.0,0.0,1.0,0.0,0.0,0.0
PRV51807,0,98000,7476.0,40.0,84,84,4,6,5,2,3,1,7,6,2,1,4,134680,14952,5450,1060,550.0,0.0,5.0,0.0,0.0,0.0
PRV51809,0,242020,28836.0,186.0,324,324,14,17,16,2,11,21,22,22,5,8,6,350840,43516,47560,15150,2021.0,0.0,21.0,1.0,7.0,0.0
PRV51810,0,29000,3204.0,17.0,36,36,3,1,2,1,1,2,2,1,1,0,0,34160,4272,5860,3490,253.0,0.0,0.0,0.0,0.0,1.0
PRV51811,0,199000,16020.0,97.0,180,180,5,12,7,1,7,9,10,12,6,4,4,290110,29336,27780,8530,1065.0,0.0,6.0,0.0,3.0,1.0
PRV51812,0,6000,1068.0,8.0,12,12,0,1,0,1,0,1,1,1,0,0,0,17140,1068,1230,1350,58.0,0.0,1.0,0.0,0.0,0.0
PRV51813,0,110000,10680.0,91.0,120,120,4,9,5,0,3,6,8,9,4,2,0,163870,18156,19270,4840,770.0,0.0,5.0,1.0,2.0,0.0
PRV51815,0,810,0.0,0.0,60,60,0,3,1,1,3,4,2,3,4,2,0,19200,3204,6890,1990,326.0,0.0,4.0,0.0,2.0,0.0
PRV51816,0,68000,6408.0,34.0,84,84,4,6,5,1,4,2,6,6,1,4,2,152970,17020,5720,580,514.0,0.0,4.0,1.0,2.0,1.0
PRV51818,1,267000,30972.0,203.0,343,339,16,14,17,3,11,21,23,23,7,15,6,460420,62196,56940,16470,2152.0,0.0,21.0,1.0,7.0,3.0
PRV51819,0,7050,2136.0,14.0,36,36,1,1,1,1,2,1,1,1,1,1,0,79140,6408,6540,1280,236.0,0.0,2.0,0.0,0.0,0.0
PRV51820,0,25000,5340.0,25.0,60,60,3,3,2,2,2,1,5,5,1,3,0,67630,8544,6250,3220,400.0,0.0,2.0,1.0,2.0,0.0
PRV51821,0,138000,9612.0,125.0,120,120,5,6,7,0,7,5,8,10,3,5,3,223700,22020,14980,1690,737.0,0.0,7.0,0.0,2.0,0.0
PRV51822,0,600,1068.0,18.0,12,12,0,0,0,0,1,1,0,0,1,0,0,600,1068,80,30,89.0,0.0,0.0,0.0,0.0,0.0
PRV51823,0,44530,8544.0,49.0,132,132,5,7,5,2,7,5,8,9,2,2,2,116070,19224,18290,5240,798.0,0.0,5.0,0.0,1.0,0.0
PRV51824,0,59900,9612.0,79.0,120,120,2,9,9,2,5,5,9,10,4,6,5,147550,21224,17220,6490,665.0,0.0,7.0,0.0,2.0,0.0
PRV51826,1,265000,21360.0,143.0,252,252,7,14,13,4,8,10,16,17,7,10,4,347420,38244,27080,10090,1460.0,0.0,10.0,0.0,2.0,1.0
PRV51827,0,130000,18156.0,139.0,216,216,11,13,12,3,10,9,18,15,10,6,2,260860,33108,39350,11990,1254.0,0.0,9.0,0.0,1.0,2.0
PRV51828,0,111000,11748.0,48.0,132,132,7,8,7,4,5,7,9,11,3,5,0,124960,16020,17320,4350,830.0,0.0,8.0,0.0,1.0,0.0
PRV51829,0,36000,5340.0,55.0,60,60,4,5,2,0,3,3,4,5,2,1,1,116080,24612,4170,860,375.0,0.0,2.0,1.0,2.0,0.0
PRV51830,0,20000,6408.0,30.0,72,72,3,3,3,1,3,3,4,4,1,1,0,38520,9612,5840,1850,416.0,0.0,2.0,1.0,0.0,0.0
PRV51831,0,28000,1068.0,10.0,24,24,1,1,1,0,0,2,2,2,0,0,0,41120,3204,1030,170,135.0,0.0,1.0,0.0,0.0,0.0
PRV51833,0,15000,3204.0,13.0,36,36,2,2,2,0,1,0,2,2,3,1,1,15180,3204,5640,1030,242.0,0.0,2.0,0.0,0.0,0.0
PRV51836,1,505000,5250.0,0.0,21416,21288,762,921,616,259,544,686,1195,1350,536,572,146,6272350,632312,3702170,984850,134541.0,6.0,1025.0,45.0,69.0,26.0
PRV51837,0,200310,15172.0,120.0,1236,1224,35,64,37,17,36,33,57,73,33,24,9,674710,69652,203700,56730,7771.0,0.0,48.0,7.0,1.0,1.0
PRV51838,0,54000,870.0,0.0,2400,2399,74,112,74,38,75,92,136,134,58,58,25,1241430,106028,374870,99860,14836.0,1.0,88.0,9.0,8.0,5.0
PRV51840,1,380600,41972.0,271.0,1416,1404,51,70,47,12,40,44,79,89,39,33,16,853540,88508,192510,60760,8662.0,2.0,70.0,7.0,16.0,2.0
PRV51841,0,132310,8934.0,55.0,672,672,24,37,27,7,22,24,44,41,19,20,5,310900,29336,120190,34300,4123.0,1.0,34.0,3.0,1.0,2.0
PRV51842,1,1220600,123350.0,690.0,3492,3490,108,174,140,39,114,128,215,210,68,88,27,2988900,344364,772210,191586,21106.0,2.0,151.0,13.0,9.0,16.0
PRV51843,0,18810,50.0,0.0,588,600,18,27,19,6,12,14,28,31,10,22,5,220400,56428,173530,48600,3638.0,0.0,28.0,4.0,5.0,0.0
PRV51845,0,110280,11818.0,63.0,528,529,17,29,17,5,12,20,28,35,10,11,2,257960,28836,69400,22010,3291.0,0.0,20.0,1.0,2.0,1.0
PRV51846,0,19070,2236.0,11.0,348,348,14,14,11,5,9,15,18,23,7,10,2,63000,13612,55840,12930,1927.0,2.0,14.0,1.0,0.0,1.0
PRV51847,0,9420,0.0,0.0,504,504,14,23,13,8,11,9,23,32,16,13,2,110960,11748,41160,13580,3184.0,0.0,20.0,0.0,0.0,1.0
PRV51848,0,15680,0.0,0.0,684,684,24,36,21,8,12,27,36,40,14,15,11,370270,20292,119370,35580,4282.0,0.0,26.0,5.0,0.0,1.0
PRV51849,0,50620,3784.0,12.0,1728,1741,68,80,34,19,42,55,103,102,44,36,11,684180,55536,295910,94670,11051.0,0.0,69.0,4.0,4.0,2.0
PRV51851,1,669490,55618.0,306.0,5528,5600,200,260,189,74,143,181,319,360,135,167,47,2438180,236288,993720,270730,34632.0,1.0,272.0,19.0,16.0,16.0
PRV51852,0,7740,60.0,0.0,228,228,10,12,5,4,4,7,14,14,4,4,0,52250,5340,42500,9750,1471.0,0.0,8.0,1.0,2.0,0.0
PRV51855,0,145170,17288.0,76.0,1416,1412,51,70,40,12,34,46,75,88,26,40,4,578080,67284,202500,54560,8579.0,1.0,71.0,2.0,6.0,9.0
PRV51856,0,31500,300.0,0.0,1392,1404,51,62,38,18,38,43,76,78,28,37,12,381060,40584,208290,62760,8483.0,0.0,73.0,4.0,6.0,4.0
PRV51857,1,383490,26700.0,161.0,684,669,25,34,25,13,32,23,40,45,26,21,3,916010,67148,120290,32260,4079.0,0.0,32.0,3.0,3.0,0.0
PRV51858,0,14380,200.0,0.0,696,732,25,33,21,10,21,24,39,43,15,18,6,321170,28700,104320,32660,4467.0,0.0,34.0,0.0,5.0,0.0
PRV51859,0,15500,160.0,0.0,780,780,14,38,20,10,22,23,44,49,21,24,5,240440,22724,121930,36500,4877.0,0.0,34.0,3.0,6.0,1.0
PRV51860,0,244610,5612.0,26.0,9254,9239,295,447,283,139,209,278,530,563,241,225,62,2031400,261660,1533140,418720,59178.0,0.0,491.0,21.0,15.0,21.0
PRV51861,0,2760,0.0,0.0,252,252,11,14,6,4,5,5,13,14,6,5,3,14060,5204,34230,12220,1600.0,0.0,11.0,0.0,0.0,1.0
PRV51862,0,92870,8554.0,46.0,240,240,8,10,8,6,6,10,12,14,6,4,0,163490,17088,32020,7870,1480.0,0.0,11.0,1.0,0.0,0.0
PRV51863,0,286700,18186.0,169.0,864,876,33,49,36,12,27,35,54,63,29,21,15,977970,63808,189990,52650,5431.0,0.0,38.0,1.0,0.0,2.0
PRV51864,0,91090,6738.0,23.0,1572,1570,59,60,41,18,46,51,91,95,36,46,15,365290,39312,258540,65030,9785.0,4.0,66.0,2.0,1.0,4.0
PRV51865,0,11670,0.0,0.0,324,336,10,14,5,3,9,6,20,22,7,8,1,101700,13884,32900,9490,2117.0,0.0,19.0,3.0,1.0,2.0
PRV51867,0,32130,300.0,0.0,1224,1208,37,49,48,14,36,38,69,62,28,32,10,338680,30972,223280,64330,7596.0,1.0,59.0,3.0,5.0,5.0
PRV51868,1,1099710,101510.0,645.0,1704,1728,59,92,66,23,55,67,107,115,49,41,13,2098620,191104,224390,61770,10489.0,0.0,79.0,7.0,5.0,3.0
PRV51869,0,26480,2206.0,11.0,252,252,8,11,7,4,7,4,16,15,6,6,2,123010,19224,34700,13640,1553.0,0.0,12.0,1.0,0.0,2.0
PRV51870,0,19290,60.0,0.0,648,648,20,28,18,9,17,17,29,38,15,18,4,334980,25364,123730,36290,4012.0,0.0,30.0,3.0,1.0,0.0
PRV51871,0,5920,20.0,0.0,360,348,15,16,14,4,12,11,21,23,9,10,1,156640,13884,66580,18820,2259.0,0.0,14.0,4.0,3.0,1.0
PRV51872,0,8840,110.0,0.0,276,288,10,11,8,2,8,7,14,15,12,5,1,45400,7776,40500,11130,1859.0,0.0,11.0,1.0,0.0,0.0
PRV51873,1,341480,28248.0,183.0,1716,1725,54,78,55,21,40,47,97,93,41,57,8,1116950,93280,282750,76320,10569.0,1.0,76.0,4.0,8.0,5.0
PRV51874,0,11290,70.0,0.0,516,528,17,26,23,6,12,20,34,32,14,15,6,146860,17088,102600,27890,3315.0,0.0,24.0,1.0,0.0,1.0
PRV51875,0,50,0.0,0.0,12,12,0,1,0,0,0,0,1,1,0,0,0,11000,1068,1220,250,74.0,0.0,1.0,0.0,0.0,0.0
PRV51876,1,242320,18336.0,143.0,720,732,27,37,31,13,22,25,41,41,17,16,7,496130,48080,133050,39220,4591.0,0.0,32.0,3.0,1.0,2.0
PRV51877,0,290,0.0,0.0,48,41,1,2,3,0,1,2,3,2,3,0,0,6000,1068,7640,2080,303.0,0.0,2.0,1.0,0.0,0.0
PRV51878,0,3110,90.0,0.0,144,137,4,8,8,0,5,5,9,9,2,6,3,107290,12816,20620,7140,887.0,0.0,7.0,0.0,0.0,0.0
PRV51879,0,40710,370.0,0.0,1244,1236,47,62,36,10,32,38,56,80,19,28,21,347650,44856,176420,62860,7797.0,0.0,41.0,0.0,0.0,5.0
